,Id,time,Count
7216,374,2021-01-31 02:00:00.000,1
7218,374,2021-01-31 02:00:00.000,1
7219,374,2021-01-31 02:00:00.000,1
7230,374,2021-01-26 05:00:00.000,2
7231,374,2021-01-26 10:00:00.000,1
7232,374,2021-01-26 02:00:00.000,1
7233,374,2021-01-26 05:00:00.000,1
7234,374,2021-01-26 02:00:00.000,1
7235,374,2021-01-26 10:00:00.000,1
7236,374,2021-01-26 05:00:00.000,1
7237,374,2021-01-26 02:00:00.000,1
7238,374,2021-01-26 05:00:00.000,1
7239,374,2021-01-26 02:00:00.000,1
7240,374,2021-01-26 05:00:00.000,1
7241,374,2021-01-26 02:00:00.000,1
7242,374,2021-01-26 05:00:00.000,2
7243,374,2021-01-26 02:00:00.000,1
7244,374,2021-01-26 05:00:00.000,2
7245,374,2021-01-26 02:00:00.000,1
7246,374,2021-01-26 05:00:00.000,2
7247,374,2021-01-26 02:00:00.000,1
7248,374,2021-01-26 05:00:00.000,2
7249,374,2021-01-26 02:00:00.000,1
7250,374,2021-01-26 05:00:00.000,1
7251,374,2021-01-26 02:00:00.000,1
7252,374,2021-01-26 05:00:00.000,1
7253,374,2021-01-26 02:00:00.000,2
7254,374,2021-01-26 02:00:00.000,2
7255,374,2021-01-26 02:00:00.000,2
7256,374,2021-01-26 02:00:00.000,2
7257,374,2021-01-26 02:00:00.000,2
7258,374,2021-01-26 02:00:00.000,2
7259,374,2021-01-26 02:00:00.000,2
7260,374,2021-01-26 02:00:00.000,2
7261,374,2021-01-26 02:00:00.000,2
7262,374,2021-01-26 02:00:00.000,2
7263,374,2021-01-26 02:00:00.000,2
7264,374,2021-01-26 02:00:00.000,2
7265,374,2021-01-26 02:00:00.000,2
7266,374,2021-01-26 02:00:00.000,2
7267,374,2021-01-26 02:00:00.000,2
7268,374,2021-01-26 02:00:00.000,2
7269,374,2021-01-26 02:00:00.000,2
7270,374,2021-01-26 02:00:00.000,1
7271,374,2021-01-26 02:00:00.000,1
7272,374,2021-01-26 02:00:00.000,2
7273,374,2021-01-26 02:00:00.000,2
7274,374,2021-01-26 02:00:00.000,1
7275,374,2021-01-26 02:00:00.000,1
7276,374,2021-01-26 02:00:00.000,2
7277,374,2021-01-26 02:00:00.000,2
7278,374,2021-01-26 02:00:00.000,1
7279,374,2021-01-26 02:00:00.000,1
7280,374,2021-01-26 02:00:00.000,1
7281,374,2021-01-26 02:00:00.000,1
7764,374,2021-02-01 02:00:00.000,1
7813,374,2021-02-01 10:00:00.000,1
7814,374,2021-02-01 05:00:00.000,2
7815,374,2021-02-01 02:00:00.000,1
7820,374,2021-02-01 05:00:00.000,1
7821,374,2021-02-01 10:00:00.000,1
7822,374,2021-02-01 02:00:00.000,1
7825,374,2021-02-01 05:00:00.000,1
7826,374,2021-02-01 02:00:00.000,1
7829,374,2021-02-01 02:00:00.000,1
7830,374,2021-02-01 05:00:00.000,1
7834,374,2021-02-01 05:00:00.000,1
7835,374,2021-02-01 02:00:00.000,1
7837,374,2021-02-01 05:00:00.000,1
7838,374,2021-02-01 02:00:00.000,1
7839,374,2021-02-01 05:00:00.000,2
7840,374,2021-02-01 02:00:00.000,1
7841,374,2021-02-01 05:00:00.000,2
7842,374,2021-02-01 02:00:00.000,1
7843,374,2021-02-01 05:00:00.000,2
7844,374,2021-02-01 02:00:00.000,2
7845,374,2021-02-01 05:00:00.000,1
7846,374,2021-02-01 02:00:00.000,2
7847,374,2021-02-01 05:00:00.000,1
7848,374,2021-02-01 02:00:00.000,2
7849,374,2021-02-01 05:00:00.000,1
7948,374,2021-02-02 02:00:00.000,1
7993,374,2021-02-02 02:00:00.000,1
7994,374,2021-02-02 02:00:00.000,1
7997,374,2021-02-02 02:00:00.000,1
7998,374,2021-02-02 02:00:00.000,1
8001,374,2021-02-02 02:00:00.000,1
8003,374,2021-02-02 02:00:00.000,1
8005,374,2021-02-02 05:00:00.000,2
8295,374,2021-01-30 02:00:00.000,1
8478,374,2021-01-31 02:00:00.000,1
8480,374,2021-01-31 02:00:00.000,1
8482,374,2021-01-31 02:00:00.000,1
8483,374,2021-01-31 02:00:00.000,2
8635,374,2021-02-01 02:00:00.000,2
8636,374,2021-02-01 05:00:00.000,1
8637,374,2021-02-01 02:00:00.000,2
8638,374,2021-02-01 05:00:00.000,1
8639,374,2021-02-01 02:00:00.000,2
8640,374,2021-02-01 02:00:00.000,2
8641,374,2021-02-01 02:00:00.000,2
8642,374,2021-02-01 02:00:00.000,2
8643,374,2021-02-01 02:00:00.000,2
8644,374,2021-02-01 02:00:00.000,2
8645,374,2021-02-01 02:00:00.000,2
8646,374,2021-02-01 02:00:00.000,2
8647,374,2021-02-01 02:00:00.000,2
8648,374,2021-02-01 02:00:00.000,2
8649,374,2021-02-01 02:00:00.000,2
8650,374,2021-02-01 02:00:00.000,1
8651,374,2021-02-01 02:00:00.000,1
8652,374,2021-02-01 02:00:00.000,1
8653,374,2021-02-01 02:00:00.000,2
8654,374,2021-02-01 02:00:00.000,1
8655,374,2021-02-01 02:00:00.000,1
8656,374,2021-02-01 02:00:00.000,2
8657,374,2021-02-01 02:00:00.000,2
8658,374,2021-02-01 02:00:00.000,1
8659,374,2021-02-01 02:00:00.000,1
8660,374,2021-02-01 02:00:00.000,1
8661,374,2021-02-01 02:00:00.000,1
8662,374,2021-02-01 02:00:00.000,1
8663,374,2021-02-01 02:00:00.000,1
8664,374,2021-02-01 02:00:00.000,2
8665,374,2021-02-01 02:00:00.000,1
8666,374,2021-02-01 02:00:00.000,2
8667,374,2021-02-01 02:00:00.000,1
8792,374,2021-02-02 02:00:00.000,1
8794,374,2021-02-02 02:00:00.000,1
8795,374,2021-02-02 05:00:00.000,1
8797,374,2021-02-02 02:00:00.000,1
8798,374,2021-02-02 10:00:00.000,1
8799,374,2021-02-02 05:00:00.000,1
8801,374,2021-02-02 02:00:00.000,2
8803,374,2021-02-02 10:00:00.000,1
8804,374,2021-02-02 05:00:00.000,1
8805,374,2021-02-02 02:00:00.000,2
8806,374,2021-02-02 05:00:00.000,1
8807,374,2021-02-02 10:00:00.000,1
8808,374,2021-02-02 02:00:00.000,2
8809,374,2021-02-02 05:00:00.000,1
8810,374,2021-02-02 02:00:00.000,2
8811,374,2021-02-02 02:00:00.000,2
8812,374,2021-02-02 05:00:00.000,2
8813,374,2021-02-02 02:00:00.000,2
8814,374,2021-02-02 05:00:00.000,2
8815,374,2021-02-02 02:00:00.000,2
8816,374,2021-02-02 05:00:00.000,2
8817,374,2021-02-02 02:00:00.000,2
